w1,w2,count,support
N17,N36,24,0.019591836734693877
N18,N21,24,0.019591836734693877
N18,N23,24,0.019591836734693877
N18,N32,24,0.019591836734693877
N18,N39,24,0.019591836734693877
N24,N44,24,0.019591836734693877
N26,N43,24,0.019591836734693877
N27,N36,24,0.019591836734693877
N30,N33,24,0.019591836734693877
N31,N32,24,0.019591836734693877
N31,N38,24,0.019591836734693877
N31,N44,24,0.019591836734693877
N33,N37,24,0.019591836734693877
N35,N37,24,0.019591836734693877
N35,N43,24,0.019591836734693877
N37,N38,24,0.019591836734693877
N42,N45,24,0.019591836734693877
N01,N34,23,0.018775510204081632
N02,N15,23,0.018775510204081632
N02,N25,23,0.018775510204081632
N02,N33,23,0.018775510204081632
N03,N32,23,0.018775510204081632
N06,N07,23,0.018775510204081632
N06,N13,23,0.018775510204081632
N06,N19,23,0.018775510204081632
N06,N21,23,0.018775510204081632
N06,N40,23,0.018775510204081632
N07,N15,23,0.018775510204081632
N07,N20,23,0.018775510204081632
N07,N22,23,0.018775510204081632
N07,N29,23,0.018775510204081632
N08,N13,23,0.018775510204081632
N08,N18,23,0.018775510204081632
N08,N19,23,0.018775510204081632
N08,N21,23,0.018775510204081632
N08,N31,23,0.018775510204081632
N10,N19,23,0.018775510204081632
N10,N38,23,0.018775510204081632
N12,N39,23,0.018775510204081632
N12,N43,23,0.018775510204081632
N13,N20,23,0.018775510204081632
N13,N39,23,0.018775510204081632
N14,N27,23,0.018775510204081632
N14,N30,23,0.018775510204081632
N14,N39,23,0.018775510204081632
N15,N23,23,0.018775510204081632
N16,N25,23,0.018775510204081632
N16,N31,23,0.018775510204081632
N16,N41,23,0.018775510204081632
N17,N39,23,0.018775510204081632
N18,N26,23,0.018775510204081632
N18,N30,23,0.018775510204081632
N19,N25,23,0.018775510204081632
N19,N42,23,0.018775510204081632
N19,N43,23,0.018775510204081632
N21,N25,23,0.018775510204081632
N21,N26,23,0.018775510204081632
N21,N36,23,0.018775510204081632
N21,N44,23,0.018775510204081632
N22,N37,23,0.018775510204081632
N26,N36,23,0.018775510204081632
N27,N29,23,0.018775510204081632
N27,N37,23,0.018775510204081632
N28,N30,23,0.018775510204081632
N28,N34,23,0.018775510204081632
N29,N44,23,0.018775510204081632
N30,N38,23,0.018775510204081632
N30,N39,23,0.018775510204081632
N30,N41,23,0.018775510204081632
N30,N43,23,0.018775510204081632
N30,N45,23,0.018775510204081632
N34,N45,23,0.018775510204081632
N35,N40,23,0.018775510204081632
N37,N45,23,0.018775510204081632
N38,N40,23,0.018775510204081632
N38,N45,23,0.018775510204081632
N39,N45,23,0.018775510204081632
N01,N13,22,0.017959183673469388
N01,N16,22,0.017959183673469388
N01,N17,22,0.017959183673469388
N01,N20,22,0.017959183673469388
N01,N27,22,0.017959183673469388
N01,N29,22,0.017959183673469388
N01,N35,22,0.017959183673469388
N02,N08,22,0.017959183673469388
N02,N11,22,0.017959183673469388
N02,N16,22,0.017959183673469388
N02,N17,22,0.017959183673469388
N02,N19,22,0.017959183673469388
N02,N28,22,0.017959183673469388
N02,N34,22,0.017959183673469388
N03,N04,22,0.017959183673469388
N03,N10,22,0.017959183673469388
N03,N42,22,0.017959183673469388
N04,N10,22,0.017959183673469388
N04,N16,22,0.017959183673469388
N04,N27,22,0.017959183673469388
N04,N37,22,0.017959183673469388
N06,N12,22,0.017959183673469388
N06,N14,22,0.017959183673469388
N06,N16,22,0.017959183673469388
N06,N22,22,0.017959183673469388
N07,N09,22,0.017959183673469388
N07,N40,22,0.017959183673469388
N08,N33,22,0.017959183673469388
N08,N36,22,0.017959183673469388
N09,N12,22,0.017959183673469388
N10,N14,22,0.017959183673469388
N10,N18,22,0.017959183673469388
N10,N35,22,0.017959183673469388
N10,N44,22,0.017959183673469388
N11,N37,22,0.017959183673469388
N12,N19,22,0.017959183673469388
N12,N20,22,0.017959183673469388
N12,N29,22,0.017959183673469388
N12,N41,22,0.017959183673469388
N12,N45,22,0.017959183673469388
N13,N29,22,0.017959183673469388
N13,N32,22,0.017959183673469388
N13,N38,22,0.017959183673469388
N14,N18,22,0.017959183673469388
N14,N21,22,0.017959183673469388
N14,N22,22,0.017959183673469388
N14,N36,22,0.017959183673469388
N14,N37,22,0.017959183673469388
N15,N24,22,0.017959183673469388
N15,N43,22,0.017959183673469388
