w1,w2,count,support
N36,N40,15,0.012244897959183673
N38,N41,15,0.012244897959183673
N38,N42,15,0.012244897959183673
N40,N42,15,0.012244897959183673
N42,N44,15,0.012244897959183673
N01,N07,14,0.011428571428571429
N01,N32,14,0.011428571428571429
N01,N33,14,0.011428571428571429
N01,N44,14,0.011428571428571429
N02,N07,14,0.011428571428571429
N02,N41,14,0.011428571428571429
N03,N26,14,0.011428571428571429
N03,N29,14,0.011428571428571429
N04,N06,14,0.011428571428571429
N04,N35,14,0.011428571428571429
N05,N23,14,0.011428571428571429
N05,N28,14,0.011428571428571429
N05,N41,14,0.011428571428571429
N06,N25,14,0.011428571428571429
N06,N42,14,0.011428571428571429
N07,N31,14,0.011428571428571429
N08,N11,14,0.011428571428571429
N08,N20,14,0.011428571428571429
N08,N24,14,0.011428571428571429
N08,N40,14,0.011428571428571429
N09,N13,14,0.011428571428571429
N09,N15,14,0.011428571428571429
N09,N16,14,0.011428571428571429
N09,N19,14,0.011428571428571429
N09,N23,14,0.011428571428571429
N09,N43,14,0.011428571428571429
N10,N39,14,0.011428571428571429
N11,N22,14,0.011428571428571429
N11,N25,14,0.011428571428571429
N12,N16,14,0.011428571428571429
N13,N23,14,0.011428571428571429
N14,N24,14,0.011428571428571429
N14,N29,14,0.011428571428571429
N18,N22,14,0.011428571428571429
N18,N36,14,0.011428571428571429
N20,N21,14,0.011428571428571429
N20,N22,14,0.011428571428571429
N21,N24,14,0.011428571428571429
N22,N33,14,0.011428571428571429
N23,N30,14,0.011428571428571429
N24,N31,14,0.011428571428571429
N25,N32,14,0.011428571428571429
N28,N44,14,0.011428571428571429
N29,N36,14,0.011428571428571429
N30,N32,14,0.011428571428571429
N31,N42,14,0.011428571428571429
N32,N38,14,0.011428571428571429
N32,N39,14,0.011428571428571429
N32,N41,14,0.011428571428571429
N33,N43,14,0.011428571428571429
N34,N37,14,0.011428571428571429
N35,N42,14,0.011428571428571429
N37,N42,14,0.011428571428571429
N44,N45,14,0.011428571428571429
N01,N25,13,0.010612244897959184
N02,N18,13,0.010612244897959184
N02,N21,13,0.010612244897959184
N02,N36,13,0.010612244897959184
N02,N38,13,0.010612244897959184
N02,N40,13,0.010612244897959184
N04,N07,13,0.010612244897959184
N05,N08,13,0.010612244897959184
N05,N15,13,0.010612244897959184
N05,N19,13,0.010612244897959184
N05,N24,13,0.010612244897959184
N07,N21,13,0.010612244897959184
N08,N10,13,0.010612244897959184
N09,N14,13,0.010612244897959184
N09,N42,13,0.010612244897959184
N09,N44,13,0.010612244897959184
N09,N45,13,0.010612244897959184
N10,N17,13,0.010612244897959184
N10,N30,13,0.010612244897959184
N11,N23,13,0.010612244897959184
N11,N42,13,0.010612244897959184
N12,N22,13,0.010612244897959184
N13,N30,13,0.010612244897959184
N14,N41,13,0.010612244897959184
N15,N31,13,0.010612244897959184
N15,N38,13,0.010612244897959184
N16,N32,13,0.010612244897959184
N17,N41,13,0.010612244897959184
N18,N25,13,0.010612244897959184
N19,N37,13,0.010612244897959184
N21,N42,13,0.010612244897959184
N22,N30,13,0.010612244897959184
N22,N39,13,0.010612244897959184
N22,N43,13,0.010612244897959184
N24,N25,13,0.010612244897959184
N24,N26,13,0.010612244897959184
N27,N32,13,0.010612244897959184
N28,N29,13,0.010612244897959184
N29,N32,13,0.010612244897959184
N32,N44,13,0.010612244897959184
N36,N43,13,0.010612244897959184
N01,N30,12,0.009795918367346938
N01,N31,12,0.009795918367346938
N02,N09,12,0.009795918367346938
N02,N10,12,0.009795918367346938
N03,N05,12,0.009795918367346938
N03,N21,12,0.009795918367346938
N03,N28,12,0.009795918367346938
N04,N36,12,0.009795918367346938
N04,N44,12,0.009795918367346938
N05,N33,12,0.009795918367346938
N05,N36,12,0.009795918367346938
N05,N38,12,0.009795918367346938
N05,N40,12,0.009795918367346938
N06,N08,12,0.009795918367346938
N06,N09,12,0.009795918367346938
N06,N45,12,0.009795918367346938
N07,N14,12,0.009795918367346938
N08,N22,12,0.009795918367346938
N09,N31,12,0.009795918367346938
N10,N21,12,0.009795918367346938
N10,N45,12,0.009795918367346938
N15,N18,12,0.009795918367346938
N15,N32,12,0.009795918367346938
N18,N41,12,0.009795918367346938
N21,N23,12,0.009795918367346938
N22,N23,12,0.009795918367346938
N22,N29,12,0.009795918367346938
N22,N41,12,0.009795918367346938
N25,N41,12,0.009795918367346938
N25,N42,12,0.009795918367346938
N28,N31,12,0.009795918367346938
N28,N32,12,0.009795918367346938
N32,N35,12,0.009795918367346938
N32,N43,12,0.009795918367346938
N39,N42,12,0.009795918367346938
N02,N23,11,0.008979591836734694
N02,N35,11,0.008979591836734694
N04,N21,11,0.008979591836734694
N05,N10,11,0.008979591836734694
N09,N22,11,0.008979591836734694
N09,N32,11,0.008979591836734694
N10,N26,11,0.008979591836734694
N21,N28,11,0.008979591836734694
N22,N45,11,0.008979591836734694
N23,N32,11,0.008979591836734694
N23,N33,11,0.008979591836734694
N25,N30,11,0.008979591836734694
N28,N33,11,0.008979591836734694
N28,N35,11,0.008979591836734694
N29,N41,11,0.008979591836734694
N35,N41,11,0.008979591836734694
N06,N23,10,0.00816326530612245
N06,N29,10,0.00816326530612245
N07,N32,10,0.00816326530612245
N08,N09,10,0.00816326530612245
N09,N20,10,0.00816326530612245
N11,N34,10,0.00816326530612245
N16,N22,10,0.00816326530612245
N19,N29,10,0.00816326530612245
N24,N28,10,0.00816326530612245
N29,N30,10,0.00816326530612245
N37,N44,10,0.00816326530612245
N01,N22,9,0.007346938775510204
N03,N25,9,0.007346938775510204
N04,N30,9,0.007346938775510204
N06,N33,9,0.007346938775510204
N11,N40,9,0.007346938775510204
N23,N41,9,0.007346938775510204
N08,N26,8,0.006530612244897959
N24,N43,8,0.006530612244897959
N26,N32,8,0.006530612244897959
N08,N12,7,0.005714285714285714
