w1,w2,support,count
N16,N28,0.0163265306122449,20
N16,N29,0.0163265306122449,20
N16,N44,0.0163265306122449,20
N18,N43,0.0163265306122449,20
N19,N23,0.0163265306122449,20
N19,N27,0.0163265306122449,20
N19,N41,0.0163265306122449,20
N20,N23,0.0163265306122449,20
N20,N26,0.0163265306122449,20
N20,N36,0.0163265306122449,20
N20,N41,0.0163265306122449,20
N21,N30,0.0163265306122449,20
N21,N32,0.0163265306122449,20
N23,N34,0.0163265306122449,20
N23,N45,0.0163265306122449,20
N24,N35,0.0163265306122449,20
N26,N34,0.0163265306122449,20
N26,N35,0.0163265306122449,20
N26,N38,0.0163265306122449,20
N26,N42,0.0163265306122449,20
N27,N39,0.0163265306122449,20
N28,N40,0.0163265306122449,20
N30,N37,0.0163265306122449,20
N34,N35,0.0163265306122449,20
N34,N39,0.0163265306122449,20
N34,N41,0.0163265306122449,20
N35,N39,0.0163265306122449,20
N36,N37,0.0163265306122449,20
N37,N39,0.0163265306122449,20
N39,N44,0.0163265306122449,20
N01,N21,0.015510204081632653,19
N01,N37,0.015510204081632653,19
N02,N04,0.015510204081632653,19
N02,N39,0.015510204081632653,19
N03,N08,0.015510204081632653,19
N03,N23,0.015510204081632653,19
N03,N31,0.015510204081632653,19
N03,N36,0.015510204081632653,19
N03,N43,0.015510204081632653,19
N04,N08,0.015510204081632653,19
N04,N11,0.015510204081632653,19
N04,N12,0.015510204081632653,19
N04,N18,0.015510204081632653,19
N04,N23,0.015510204081632653,19
N04,N25,0.015510204081632653,19
N04,N34,0.015510204081632653,19
N05,N21,0.015510204081632653,19
N05,N42,0.015510204081632653,19
N06,N30,0.015510204081632653,19
N06,N31,0.015510204081632653,19
N06,N34,0.015510204081632653,19
N07,N11,0.015510204081632653,19
N07,N13,0.015510204081632653,19
N07,N39,0.015510204081632653,19
N08,N30,0.015510204081632653,19
N10,N13,0.015510204081632653,19
N10,N20,0.015510204081632653,19
N10,N27,0.015510204081632653,19
N10,N29,0.015510204081632653,19
N11,N12,0.015510204081632653,19
N11,N24,0.015510204081632653,19
N11,N27,0.015510204081632653,19
N11,N32,0.015510204081632653,19
N11,N35,0.015510204081632653,19
N11,N36,0.015510204081632653,19
N12,N18,0.015510204081632653,19
N13,N24,0.015510204081632653,19
N13,N26,0.015510204081632653,19
N14,N23,0.015510204081632653,19
N15,N20,0.015510204081632653,19
N15,N26,0.015510204081632653,19
N15,N40,0.015510204081632653,19
N15,N42,0.015510204081632653,19
N16,N33,0.015510204081632653,19
N16,N37,0.015510204081632653,19
N17,N21,0.015510204081632653,19
N17,N28,0.015510204081632653,19
N17,N33,0.015510204081632653,19
N17,N43,0.015510204081632653,19
N18,N24,0.015510204081632653,19
N18,N27,0.015510204081632653,19
N18,N37,0.015510204081632653,19
N18,N44,0.015510204081632653,19
N19,N24,0.015510204081632653,19
N19,N26,0.015510204081632653,19
N20,N30,0.015510204081632653,19
N21,N33,0.015510204081632653,19
N21,N39,0.015510204081632653,19
N21,N45,0.015510204081632653,19
N22,N31,0.015510204081632653,19
N22,N36,0.015510204081632653,19
N24,N32,0.015510204081632653,19
N24,N34,0.015510204081632653,19
N24,N37,0.015510204081632653,19
N25,N34,0.015510204081632653,19
N26,N29,0.015510204081632653,19
N26,N33,0.015510204081632653,19
N26,N37,0.015510204081632653,19
N27,N28,0.015510204081632653,19
N27,N44,0.015510204081632653,19
N28,N45,0.015510204081632653,19
N31,N33,0.015510204081632653,19
